"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"HEATR9",36.7428913595693,1.23382227734024,0.387747863557342,3.18202211617802,0.00146250650045127,0.0450438556357153
"KMO",19.2433010511255,-1.10168373554007,0.346845559430951,-3.17629476746809,0.00149169296020757,0.0450438556357153
"LOC101929151",3.39989744805025,1.65900335022858,0.522201598270224,3.17694039184096,0.00148837623786166,0.0450438556357153
"C3orf80",269.283203538893,-1.20418946373394,0.378614906166634,-3.18051255806595,0.00147014767114938,0.0450438556357153
"TSPAN10",8.45081611465787,1.43550853850593,0.452149659192239,3.17485263854992,0.00149912611952358,0.0450438556357153
"NLRP14",10.7952032376087,-1.02183371926283,0.320923191113761,-3.18404449275405,0.00145232687399563,0.0450438556357153
"TCP11",4.12678982813319,-1.43269246873553,0.450699576068808,-3.17881920642588,0.001478762949999,0.0450438556357153
"CXCR2",15.5825032679279,1.41266045189582,0.445397336291598,3.17168590108264,0.00151556831054264,0.0453687986809749
"COL8A2",86.5304535376886,1.02744854558134,0.324106151275293,3.17009887513254,0.00152387073355298,0.0454417600025005
"TRPA1",15.909912364532,-1.06116016862368,0.33499301008094,-3.1677083899968,0.0015364555028143,0.0454417600025005
"DUSP5",111.333116192797,-1.11702697682588,0.352404099997907,-3.16973320353685,0.00152578964966305,0.0454417600025005
"PAK1",2316.13334386157,-1.02867904487436,0.324564284859381,-3.16941540662749,0.00152745914364657,0.0454417600025005
"CD38",121.019784305814,-1.38317213512792,0.436961030648057,-3.16543590415039,0.00154850774367626,0.045538297508138
"GPR141",11.5537924363652,1.23124521040369,0.389042088275475,3.16481236223435,0.00155182991769666,0.0455742418183636
"TSACC",9.60692099237164,1.1157165323057,0.352696483019589,3.1633900138543,0.00155943263570668,0.0457356303955973
"THCAT155",65.222137184799,-1.08672207495281,0.343701692947969,-3.16181763794025,0.0015678771849257,0.0458593511380626
"SVOP",1261.04647067855,-1.01785490777815,0.322078784185749,-3.16026685940024,0.00157624696716342,0.0460421102669551
"GBP6",7.22958934958683,-1.3365840603131,0.423054655117356,-3.15936497600371,0.00158113346508052,0.0460608585136142
"UHRF1",115.088244977619,1.22167427419801,0.387222005432548,3.154971197552,0.00160513950657957,0.0464214015100826
"TINAG",6.56830654018241,-1.01499545400891,0.321720396956674,-3.15489929643971,0.00160553512392967,0.0464214015100826
"LOC149684",10.5640547602091,1.4153548755458,0.449457864219417,3.14902683481548,0.00163815151918971,0.0466601414419338
"PCP2",19.6766475629439,1.24697573161544,0.395996109271325,3.14895955394616,0.00163852871362405,0.0466601414419338
"LINC00926",31.1972966227192,1.22075496415428,0.38775263327583,3.14828284682696,0.00164232696064234,0.0466601414419338
"MIR6847",1.71669998390514,2.36953679497988,0.752653847236507,3.14824245392491,0.00164255393547608,0.0466601414419338
"OVCH2",8.15346800098649,1.11559851103168,0.354249605022669,3.14918773433859,0.00163724979771935,0.0466601414419338
"SLC39A2",2.21189023300095,-2.11053721182133,0.670292198259391,-3.14868234674663,0.00164008365403899,0.0466601414419338
"ZIC5",98.3457397159451,1.06906320559343,0.339473841022522,3.14917698039214,0.00163731005129787,0.0466601414419338
"LINC01310",58.7617140831929,-1.21221196357772,0.385145357084005,-3.14741419383985,0.00164721444387717,0.0466728750305215
"EXOC3L4",1.94711223336474,-2.13731747013654,0.680022468129873,-3.14301007732048,0.00167220082946763,0.0470677231369799
"MIR655",1.88158927498747,-1.96316247990856,0.624683520644517,-3.14265130266774,0.00167425159018331,0.0470677231369799
"C17orf102",39.641401831212,-1.12635164025416,0.359745787139501,-3.1309654776232,0.00174232640759949,0.0482933716783291
"OTOGL",137.425490250845,-1.19137501889341,0.380828525443759,-3.12837652459242,0.00175774847842227,0.0485967072957944
"ABCB11",2.14532823642809,-2.08888130949782,0.668940348185459,-3.12267202174908,0.00179217339634427,0.0492955240236714
"LINC01478",2.11186268091872,-2.7773017607326,0.889502375255786,-3.12230954968946,0.00179438160524814,0.0492955240236714
"KCNE2",5.11614993342849,-1.26295610039802,0.404781824330272,-3.1200909341412,0.00180795217716474,0.0495429117436949
